tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***00673,20240101,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,0159,N/S,POLSON ST,W/O,CHERRY ST,ON
***17771,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0200,NR,32 CAMDEN ST,,,ON
***23978,20240101,3,PARK ON PRIVATE PROPERTY,75,0200,AT,170 FORT YORK BLVD,,,ON
***23979,20240101,3,PARK ON PRIVATE PROPERTY,75,0200,AT,170 FORT YORK BLVD,,,ON
***40173,20240101,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,0201,N/S,POLSON ST,W/O,CHERRY ST,ON
***10928,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0201,NR,120 TORRESDALE AVE,,,ON
***10929,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0201,NR,120 TORRESDALE AVE,,,ON
***23980,20240101,3,PARK ON PRIVATE PROPERTY,75,0201,AT,170 FORT YORK BLVD,,,ON
***23981,20240101,3,PARK ON PRIVATE PROPERTY,75,0201,AT,170 FORT YORK BLVD,,,ON
***10930,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0202,NR,120 TORRESDALE AVE,,,ON
***17772,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0202,NR,40 CAMDEN ST,,,ON
***86851,20240101,3,PARK ON PRIVATE PROPERTY,75,0203,,1735 KIPLING AVE,,,ON
***10931,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0203,NR,120 TORRESDALE AVE,,,ON
***10932,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0203,NR,120 TORRESDALE AVE,,,ON
***17773,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0203,NR,40 CAMDEN ST,,,ON
***82283,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0203,OPP,19 BUCKLAND RD,,,ON
***10933,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0204,NR,120 TORRESDALE AVE,,,ON
***10934,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0204,NR,120 TORRESDALE AVE,,,ON
***17774,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0204,NR,42 CAMDEN ST,,,QC
***79733,20240101,3,PARK ON PRIVATE PROPERTY,75,0204,AT,275 YORKLAND RD,,,ON
***88276,20240101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,0204,OPP,113 BOND ST,,,ON
***00674,20240101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0204,N/S,POLSON ST,W/O,CHERRY ST,ON
***24213,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0204,NR,352 QUEEN'S DR,,,ON
***40174,20240101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0205,N/S,POLSON ST,W/O,CHERRY ST,QC
***10935,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0205,NR,120 TORRESDALE AVE,,,ON
***79734,20240101,3,PARK ON PRIVATE PROPERTY,75,0205,AT,275 YORKLAND RD,,,ON
***79735,20240101,3,PARK ON PRIVATE PROPERTY,75,0205,AT,275 YORKLAND RD,,,ON
***24214,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0205,NR,352 QUEEN'S DR,,,ON
***08691,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0206,NR,44 OSSINGTON AVE,,,ON
***83799,20240101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,0206,E/S,GREENWOOD AVE,N/O,GERRARD ST E,ON
***00675,20240101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0206,N/S,POLSON ST,W/O,CHERRY ST,ON
***08692,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0207,NR,44 OSSINGTON AVE,,,ON
***79736,20240101,3,PARK ON PRIVATE PROPERTY,75,0207,AT,275 YORKLAND RD,,,QC
***24215,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0207,NR,14 UPWOOD AVE,,,ON
***40175,20240101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0208,N/S,POLSON ST,W/O,CHERRY ST,QC
***17775,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0208,NR,42 CAMDEN ST,,,ON
***79737,20240101,3,PARK ON PRIVATE PROPERTY,75,0208,AT,275 YORKLAND RD,,,ON
***00676,20240101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0208,N/S,POLSON ST,W/O,CHERRY ST,ON
***10936,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0209,NR,45 ANTIBES DR,,,ON
***10937,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0209,NR,45 ANTIBES DR,,,ON
***17776,20240101,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,0209,NR,42 CAMDEN ST,,,ON
***79738,20240101,3,PARK ON PRIVATE PROPERTY,75,0209,AT,275 YORKLAND RD,,,ON
***83800,20240101,192,STAND SIGNED TRANSIT STOP,150,0209,OPP,1346 GERRARD ST E,,,ON
***00677,20240101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0209,N/S,POLSON ST,W/O,CHERRY ST,ON
***24216,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0209,NR,43 UPWOOD AVE,,,ON
***08693,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0210,NR,54 OSSINGTON AVE,,,ON
***81585,20240101,192,STAND SIGNED TRANSIT STOP,150,0210,OPP,1386 GERRARD ST E,,,ON
***40176,20240101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0210,N/S,POLSON ST,W/O,CHERRY ST,ON
***17055,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0210,NR,94 WALLASEY AVE,,,ON
***79739,20240101,3,PARK ON PRIVATE PROPERTY,75,0210,AT,275 YORKLAND RD,,,ON
***83801,20240101,192,STAND SIGNED TRANSIT STOP,150,0210,OPP,1346 GERRARD ST E,,,ON
***24217,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0210,NR,54 UPWOOD AVE,,,ON
***08694,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0211,NR,49 OSSINGTON AVE,,,ON
***61170,20240101,3,PARK ON PRIVATE PROPERTY,75,0211,AT,25 MABELLE AVE,,,ON
***45170,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0211,NR,18 TIPPETT RD,,,ON
***00678,20240101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0211,N/S,POLSON ST,W/O,CHERRY ST,ON
***61171,20240101,3,PARK ON PRIVATE PROPERTY,75,0212,AT,25 MABELLE AVE,,,ON
***10938,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0212,NR,170 TORRESDALE AVE,,,ON
***45171,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0212,NR,18 TIPPETT RD,,,ON
***79740,20240101,3,PARK ON PRIVATE PROPERTY,75,0212,AT,275 YORKLAND RD,,,ON
***24218,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0212,NR,54 UPWOOD AVE,,,ON
***10939,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0213,NR,170 TORRESDALE AVE,,,ON
***10940,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0213,NR,170 TORRESDALE AVE,,,TX
***17056,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0213,NR,45 WALLASEY AVE,,,ON
***45172,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0213,NR,18 TIPPETT RD,,,ON
***79448,20240101,3,PARK ON PRIVATE PROPERTY,75,0213,AT,18 ERSKINE AVE,,,ON
***79741,20240101,3,PARK ON PRIVATE PROPERTY,75,0213,AT,275 YORKLAND RD,,,ON
***83802,20240101,192,STAND SIGNED TRANSIT STOP,150,0213,NR,1392 GERRARD ST E,,,ON
***61172,20240101,3,PARK ON PRIVATE PROPERTY,75,0214,AT,25 MABELLE AVE,,,ON
***61173,20240101,3,PARK ON PRIVATE PROPERTY,75,0214,AT,25 MABELLE AVE,,,ON
***10941,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0214,NR,170 TORRESDALE AVE,,,ON
***30435,20240101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,0214,NR,30 NELSON ST,,,ON
***30436,20240101,415,PARK COMMERC LOAD ZONE NOT LDG,40,0214,NR,30 NELSON ST,,,ON
***45173,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0214,NR,18 TIPPETT RD,,,ON
***45174,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0214,NR,18 TIPPETT RD,,,ON
***79853,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0214,N/S,BAIN AVE,W/O,CARLAW AVE,ON
***83803,20240101,192,STAND SIGNED TRANSIT STOP,150,0214,NR,1400 GERRARD ST E,,,ON
***87051,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0214,NR,7 MARLINGTON CRES,,,ON
***18026,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0215,NR,170 TORRESDALE AVE,,,ON
***18027,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0215,NR,170 TORRESDALE AVE,,,ON
***45175,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0215,NR,18 TIPPETT RD,,,ON
***45176,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0215,NR,18 TIPPETT RD,,,ON
***79742,20240101,3,PARK ON PRIVATE PROPERTY,75,0215,AT,275 YORKLAND RD,,,ON
***87052,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0215,NR,7 MARLINGTON CRES,,,ON
***00679,20240101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0215,N/S,POLSON ST,W/O,CHERRY ST,ON
***24219,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0215,NR,35 KATRINA CRT,,,ON
***61174,20240101,3,PARK ON PRIVATE PROPERTY,75,0216,AT,25 MABELLE AVE,,,ON
***17057,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0216,OPP,76 WALLASEY AVE,,,ON
***18028,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0216,NR,170 TORRESDALE AVE,,,ON
***45177,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0216,NR,18 TIPPETT RD,,,ON
***79743,20240101,3,PARK ON PRIVATE PROPERTY,75,0216,AT,275 YORKLAND RD,,,ON
***87053,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0216,NR,8 MARLINGTON CRES,,,ON
***17058,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0217,NR,78 WALLASEY AVE,,,ON
***45178,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0217,NR,18 TIPPETT RD,,,ON
***79744,20240101,3,PARK ON PRIVATE PROPERTY,75,0217,AT,275 YORKLAND RD,,,ON
***79854,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0217,N/S,BAIN AVE,W/O,CARLAW AVE,ON
***00680,20240101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0217,N/S,POLSON ST,W/O,CHERRY ST,ON
***17059,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0218,OPP,78 WALLASEY AVE,,,ON
***45179,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0218,NR,18 TIPPETT RD,,,ON
***45180,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0218,NR,18 TIPPETT RD,,,ON
***79745,20240101,3,PARK ON PRIVATE PROPERTY,75,0218,AT,275 YORKLAND RD,,,ON
***24220,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0218,NR,13 VENICE DR,,,ON
***17060,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0219,OPP,78 WALLASEY AVE,,,ON
***45181,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0219,NR,18 TIPPETT RD,,,ON
***79746,20240101,3,PARK ON PRIVATE PROPERTY,75,0219,AT,275 YORKLAND RD,,,ON
***87054,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0219,NR,19 MARLINGTON CRES,,,ON
***00681,20240101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0219,N/S,POLSON ST,W/O,CHERRY ST,ON
***24221,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0219,NR,18 VENICE DR,,,ON
***45182,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0220,NR,18 TIPPETT RD,,,ON
***45183,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0220,NR,18 TIPPETT RD,,,ON
***24222,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0220,NR,23 VENICE DR,,,ON
***45184,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0221,NR,18 TIPPETT RD,,,ON
***79747,20240101,3,PARK ON PRIVATE PROPERTY,75,0221,AT,275 YORKLAND RD,,,ON
***79855,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0221,S/S,BAIN AVE,W/O,LOGAN AVE,ON
***17061,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0222,OPP,26 HIGHBURY DR,,,ON
***45185,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0222,NR,18 TIPPETT RD,,,ON
***79748,20240101,3,PARK ON PRIVATE PROPERTY,75,0222,AT,275 YORKLAND RD,,,ON
***17062,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0223,OPP,26 HIGHBURY RD,,,ON
***45186,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0223,NR,18 TIPPETT RD,,,ON
***79749,20240101,3,PARK ON PRIVATE PROPERTY,75,0223,AT,275 YORKLAND RD,,,ON
***17063,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0224,NR,42 HIGHBURY RD,,,ON
***45187,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0224,NR,18 TIPPETT RD,,,ON
***24223,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0224,S/S,ALLADIN AVE,E/O,SEABROOK AVE,ON
***18029,20240101,3,PARK ON PRIVATE PROPERTY,75,0225,AT,135 ANTIBES DR,,,ON
***79856,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0225,S/S,BAIN AVE,W/O,LOGAN AVE,ON
***17064,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0226,NR,96 SUNSET TRL,,,ON
***79750,20240101,3,PARK ON PRIVATE PROPERTY,75,0226,AT,275 YORKLAND RD,,,MB
***00682,20240101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0226,S/S,POLSON ST,W/O,CHERRY ST,ON
***24224,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0226,NR,33 SEABROOK AVE,,,ON
***17065,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0227,NR,92 SUNSET TRL,,,ON
***17066,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0229,NR,39 SUNSET TRL,,,ON
***18030,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0229,NR,188 ANTIBES DR,,,ON
***45188,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0229,NR,32 MONTE KWINTER CRT,,,ON
***45189,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0229,NR,32 MONTE KWINTER CRT,,,ON
***79751,20240101,3,PARK ON PRIVATE PROPERTY,75,0229,AT,275 YORKLAND RD,,,ON
***82290,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0229,NR,85 CLENDENAN AVE,,,ON
***17067,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0230,NR,39 SUNSET TRL,,,ON
***18031,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0230,NR,188 ANTIBES DR,,,ON
***24711,20240101,3,PARK ON PRIVATE PROPERTY,75,0230,AT,1328 BIRCHMOUNT RD,,,ON
***45190,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0230,NR,32 MONTE KWINTER CRT,,,ON
***45191,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0230,NR,32 MONTE KWINTER CRT,,,ON
***00683,20240101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0230,S/S,POLSON ST,W/O,CHERRY ST,NT
***24225,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0230,NR,7 BOURDON AVE,,,ON
***17068,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0231,NR,31 SUNSET TRL,,,ON
***18032,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0231,NR,188 ANTIBES DR,,,ON
***45192,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0231,NR,32 MONTE KWINTER CRT,,,ON
***24226,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0231,NR,7 BOURDON AVE,,,ON
***17069,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0232,NR,31 SUNSET TRL,,,ON
***18033,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0232,NR,188 ANTIBES DR,,,ON
***18034,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0232,NR,188 ANTIBES DR,,,ON
***40177,20240101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0233,S/S,POLSON ST,W/O,CHERRY ST,NY
***18035,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0233,NR,188 ANTIBES DR,,,ON
***23982,20240101,3,PARK ON PRIVATE PROPERTY,75,0233,AT,75 PORTLAND ST,,,AB
***79752,20240101,3,PARK ON PRIVATE PROPERTY,75,0233,AT,30 HERONS HILL WAY,,,ON
***82291,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0233,NR,111 CLENDENAN AVE,,,ON
***24227,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0233,OPP,17 RICARDO RD,,,ON
***18036,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0234,NR,188 ANTIBES DR,,,ON
***79753,20240101,3,PARK ON PRIVATE PROPERTY,75,0234,AT,30 HERONS HILL WAY,,,ON
***18037,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0235,NR,188 ANTIBES DR,,,ON
***18038,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0235,NR,188 ANTIBES DR,,,ON
***00230,20240101,3,PARK ON PRIVATE PROPERTY,75,0236,AT,2901 BAYVIEW AVE,,,ON
***17070,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0236,OPP,33 REUBEN AVE,,,ON
***18039,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0236,NR,188 ANTIBES DR,,,ON
***18040,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0237,NR,188 ANTIBES DR,,,ON
***83804,20240101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0237,OPP,1340 GERRARD ST E,,,ON
***00231,20240101,3,PARK ON PRIVATE PROPERTY,75,0238,AT,2901 BAYVIEW AVE,,,ON
***45193,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0238,NR,12 MARQUETTE AVE,,,ON
***88277,20240101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0238,NR,77 MUTUAL ST,,,ON
***00232,20240101,3,PARK ON PRIVATE PROPERTY,75,0239,AT,2901 BAYVIEW AVE,,,ON
***17071,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0239,S/S,GRIFFITH ST,E/O,OMAGH AVE,ON
***45194,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0239,NR,12 MARQUETTE AVE,,,ON
***83805,20240101,192,STAND SIGNED TRANSIT STOP,150,0239,OPP,1386 GERRARD ST E,,,ON
***24228,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0239,NR,6 DEL RIA DR,,,ON
***45195,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0240,NR,12 MARQUETTE AVE,,,ON
***82292,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0240,NR,75 CLENDENAN AVE,,,ON
***88278,20240101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0240,NR,77 MUTUAL ST,,,ON
***17072,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0241,NR,98 LILAC AVE,,,ON
***45196,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0241,NR,12 MARQUETTE AVE,,,ON
***79857,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0241,S/S,WITHROW AVE,E/O,BROADVIEW AVE,ON
***83806,20240101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,0241,OPP,1392 GERRARD ST E,,,ON
***45197,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0242,NR,12 MARQUETTE AVE,,,ON
***56692,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0242,NR,12 MARQUETTE AVE,,,ON
***79449,20240101,3,PARK ON PRIVATE PROPERTY,75,0242,AT,609 AVENUE RD,,,ON
***88279,20240101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0242,NR,77 MUTUAL ST,,,ON
***24229,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0242,NR,131 WYNDALE DR,,,ON
***00233,20240101,3,PARK ON PRIVATE PROPERTY,75,0243,AT,2901 BAYVIEW AVE,,,ON
***00234,20240101,3,PARK ON PRIVATE PROPERTY,75,0244,AT,2901 BAYVIEW AVE,,,ON
***79858,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0244,S/S,WITHROW AVE,E/O,BROADVIEW AVE,ON
***24230,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0244,NR,3 MANRESA LANE,,,ON
***00235,20240101,3,PARK ON PRIVATE PROPERTY,75,0245,AT,2901 BAYVIEW AVE,,,ON
***04507,20240101,3,PARK ON PRIVATE PROPERTY,75,0246,AT,2901 BAYVIEW AVE,,,ON
***04508,20240101,3,PARK ON PRIVATE PROPERTY,75,0246,AT,2901 BAYVIEW AVE,,,ON
***17073,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0246,OPP,12 REUBEN AVE,,,ON
***83807,20240101,30,STOP-(ON/OVER) (SIDEWK/FTPATH),150,0246,W/S,HIGHFIELD RD,N/O,GERRARD ST E,ON
***08695,20240101,3,PARK ON PRIVATE PROPERTY,75,0247,AT,75 EAST LIBERTY ST,,,ON
***79859,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0247,S/S,WITHROW AVE,E/O,BROADVIEW AVE,ON
***08696,20240101,3,PARK ON PRIVATE PROPERTY,75,0248,AT,75 EAST LIBERTY ST,,,ON
***04509,20240101,3,PARK ON PRIVATE PROPERTY,75,0248,AT,2901 BAYVIEW AVE,,,ON
***83808,20240101,30,STOP-(ON/OVER) (SIDEWK/FTPATH),150,0248,W/S,HIGHFIELD RD,N/O,GERRARD ST E,ON
***08697,20240101,3,PARK ON PRIVATE PROPERTY,75,0249,AT,75 EAST LIBERTY ST,,,ON
***04510,20240101,3,PARK ON PRIVATE PROPERTY,75,0249,AT,2901 BAYVIEW AVE,,,ON
***12771,20240101,3,PARK ON PRIVATE PROPERTY,75,0250,AT,75 EAST LIBERTY ST,,,ON
***17074,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0250,NR,14 MELODY RD,,,ON
***04511,20240101,3,PARK ON PRIVATE PROPERTY,75,0251,AT,2901 BAYVIEW AVE,,,ON
***04512,20240101,3,PARK ON PRIVATE PROPERTY,75,0251,AT,2901 BAYVIEW AVE,,,ON
***17075,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0251,NR,14 MELODY RD,,,ON
***18041,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0251,NR,35 CEDARCROFT BLVD,,,ON
***18042,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0252,NR,35 CEDARCROFT BLVD,,,ON
***18043,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0252,NR,35 CEDARCROFT BLVD,,,ON
***17076,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0253,NR,45 JODPHUR AVE,,,ON
***18044,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0253,NR,35 CEDARCROFT BLVD,,,ON
***39376,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0254,NR,287 OSLER ST,,,ON
***17077,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0254,NR,25 JODPHUR AVE,,,ON
***18045,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0254,NR,35 CEDARCROFT BLVD,,,TX
***79860,20240101,336,PARK-FAIL TO DISPLAY PERMIT,30,0254,S/S,WITHROW AVE,E/O,LOGAN AVE,ON
***88280,20240101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,0254,NR,42 CHARLES ST E,,,ON
***17078,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0255,NR,21 JODPHUR AVE,,,ON
***18046,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0255,NR,35 CEDARCROFT BLVD,,,ON
***88281,20240101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,0256,NR,42 CHARLES ST E,,,ON
***24231,20240101,347,PARK IN A FIRE ROUTE,250,0258,AT,200 WOOLNER AVE,,,ON
***17079,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0259,NR,5 JODPHUR AVE,,,ON
***24712,20240101,3,PARK ON PRIVATE PROPERTY,75,0259,AT,126 PURPLEDUSK TRL,,,ON
***79450,20240101,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,0259,NR,95 HILLSDALE AVE E,,,ON
***79861,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0259,E/S,CARLAW AVE,S/O,BAIN AVE,ON
***88282,20240101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,0259,NR,42 CHARLES ST E,,,ON
***24232,20240101,347,PARK IN A FIRE ROUTE,250,0259,AT,200 WOOLNER AVE,,,ON
***17080,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0300,NR,5 YORKDALE CRES,,,ON
***83809,20240101,29,PARK PROHIBITED TIME NO PERMIT,30,0300,NR,205 HIGHFIELD RD,,,ON
***17081,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0301,NR,10 YORKDALE CRES,,,ON
***79754,20240101,3,PARK ON PRIVATE PROPERTY,75,0301,AT,32 FOREST MANOR RD,,,ON
***83810,20240101,49,FAIL TO PARK/STOP PARALL. RGHT,30,0302,NR,204 HIGHFIELD RD,,,ON
***17082,20240101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0303,NR,12 YORKDALE CRES,,,ON
***79755,20240101,3,PARK ON PRIVATE PROPERTY,75,0304,AT,32 FOREST MANOR RD,,,ON
